,listing_id,host_name,last_review,price,nbhood_full,description,room_type,borough,neighborhood
23209,34286555,Nick,2019-07-01,24,"Brooklyn, Crown Heights",Comfortable Futon Couch in Brooklyn,shared room,Brooklyn,Crown Heights
23210,34286793,Soffia,2019-06-29,79,"Brooklyn, Bedford-Stuyvesant",Private bedroom in Brooklyn near A/C train,private room,Brooklyn,Bedford-Stuyvesant
23211,34287159,Jesse,2019-07-03,359,"Manhattan, East Harlem",Modern 1500sf Loft Home: 3 Bedroom + 2 Full Baths,entire home/apt,Manhattan,East Harlem
23212,34289101,Ellen,2019-06-26,135,"Manhattan, Chinatown",Perfect Studio in LES Hot Spot - best Location!,entire home/apt,Manhattan,Chinatown
23213,34299690,Mila,2019-07-07,70,"Brooklyn, Bedford-Stuyvesant",Cosy shiny bedroom close to Manhattan 25min,private room,Brooklyn,Bedford-Stuyvesant
23214,34301284,Polina,2019-06-23,250,"Manhattan, East Village",Beautiful apartment in Manhattan!,entire home/apt,Manhattan,East Village
23215,34301415,Avery,2019-06-19,499,"Manhattan, Chelsea",Elegant Top Floor 3BD/2 Bath in Chelsea,entire home/apt,Manhattan,Chelsea
23216,34301679,Tim,2019-07-01,300,"Manhattan, Financial District",Amazing  luxury apartment in Manahttan!,entire home/apt,Manhattan,Financial District
23217,34302031,Joanne,2019-07-05,64,"Queens, Jamaica",500 sq ft Studio with Private Bathroom,entire home/apt,Queens,Jamaica
23218,34302570,Mila,2019-07-06,59,"Brooklyn, Bedford-Stuyvesant","COSY BEDROOM CLOSE TO MANHATTAN, Brooklyn",private room,Brooklyn,Bedford-Stuyvesant
23219,34303799,Virginia,2019-06-10,69,"Brooklyn, Williamsburg",Magical space in prime Williamsburg,private room,Brooklyn,Williamsburg
23220,34303993,Ron,2019-06-25,120,"Brooklyn, Crown Heights",1st floor loft space  with beautiful yard,entire home/apt,Brooklyn,Crown Heights
23221,34304190,Jordi,2019-07-07,349,"Manhattan, Chelsea",Stunning Chelsea/West Vill. Floor Thru LOFT 4BEDs,entire home/apt,Manhattan,Chelsea
23222,34305085,Joseph Luis,2019-06-26,589,"Manhattan, Upper West Side",Splendid LOFT 6BED/3BATH - steps to Central PARK,entire home/apt,Manhattan,Upper West Side
23223,34305492,Dane,2019-07-02,325,"Manhattan, Midtown","Clean, Modern Sun-filled 2BD Home in Midtown East",entire home/apt,Manhattan,Midtown
23224,34305767,Penelope,2019-05-27,63,"Brooklyn, Bedford-Stuyvesant","Big Bed brooklyn, convenient close trains",private room,Brooklyn,Bedford-Stuyvesant
23225,34306797,Julie,2019-05-27,175,"Brooklyn, South Slope",Bright & Beautiful Park Slope One-Bedroom,entire home/apt,Brooklyn,South Slope
23226,34307310,Ofer,2019-06-30,200,"Manhattan, East Village",St Marks PL,entire home/apt,Manhattan,East Village
23227,34308485,Lia And Patrick,2019-06-27,449,"Manhattan, Hell's Kitchen",Delightful 3 Bedroom in Central Midtown Location,entire home/apt,Manhattan,Hell's Kitchen
23228,34308774,Zana,2019-07-01,200,"Manhattan, Hell's Kitchen",Cozy apartment in Midtown!,entire home/apt,Manhattan,Hell's Kitchen
23229,34310607,Jose,2019-07-01,60,"Queens, Rosedale",Large private Room nearly JFK 8 mins,private room,Queens,Rosedale
23230,34312163,Eileen,2019-06-28,65,"Staten Island, Oakwood",Queen Room,private room,Staten Island,Oakwood
23231,34312239,Fernando,2019-05-10,55,"Queens, Elmhurst",Cozy Private Room - Only 25 mins to Manhattan ;),private room,Queens,Elmhurst
23232,34313601,Kevin And Karen,2019-07-06,279,"Brooklyn, Prospect Heights",Large 1 BR *** Featured on This Old House,entire home/apt,Brooklyn,Prospect Heights
23233,34313928,Carol,2019-06-15,120,"Bronx, Mott Haven",South Bronx Suite Two,entire home/apt,Bronx,Mott Haven
23234,34314231,Matt,2019-06-02,350,"Manhattan, West Village",Perfect West Village apt - best location in NYC!,entire home/apt,Manhattan,West Village
23235,34315546,Michael,2019-06-22,112,"Manhattan, Hell's Kitchen",Hell's Kitchen Luxury (East Room),private room,Manhattan,Hell's Kitchen
23236,34315737,Yehudit,2019-07-03,120,"Brooklyn, Borough Park",Studio Apartment   in BoroPark Brooklyn NY,entire home/apt,Brooklyn,Borough Park
23237,34316788,Nick,2019-07-05,438,"Manhattan, Upper West Side",Central Park West: 3 Bedroom + 2 Bath Jewel-box,entire home/apt,Manhattan,Upper West Side
23238,34316911,Monica,2019-06-04,49,"Brooklyn, Williamsburg",Large Private Room with Courtyard,private room,Brooklyn,Williamsburg
23239,34316984,Kennedy,2019-06-30,99,"Brooklyn, Crown Heights",Lavidaloca plc,private room,Brooklyn,Crown Heights
23241,34318362,David,2019-07-01,247,"Brooklyn, Bedford-Stuyvesant",Live Brooklyn II - 2 Bedroom Apt  5 Min to Subway!,entire home/apt,Brooklyn,Bedford-Stuyvesant
23242,34318915,Diana,2019-05-05,125,"Brooklyn, Bedford-Stuyvesant",Apartment in the Heart Of Brooklyn,private room,Brooklyn,Bedford-Stuyvesant
23243,34320465,Chioma,2019-07-01,35,"Brooklyn, Cypress Hills",Holiday VILLA EXCLUSIVE,private room,Brooklyn,Cypress Hills
23244,34320892,Juanit,2019-06-07,380,"Manhattan, Upper East Side",Splendid Upper E. Side LOFT Central Park 4BEDs/2BA,entire home/apt,Manhattan,Upper East Side
23245,34321295,Jess,2019-06-28,70,"Brooklyn, Williamsburg",Heart of Williamsburg living for 1-5 msg!,private room,Brooklyn,Williamsburg
23246,34327434,Adam,2019-05-20,90,"Brooklyn, Bushwick",Bushwick Art Collective: Bedroom C (sub-level),private room,Brooklyn,Bushwick
23247,34329708,Paul,2019-06-17,200,"Brooklyn, Greenpoint","Luxury apt with East River views in Greenpoint, NY",entire home/apt,Brooklyn,Greenpoint
23248,34331364,Annette,2019-06-26,399,"Manhattan, Upper East Side",Captivating Central Park TownHouse 3Bed/2BA,entire home/apt,Manhattan,Upper East Side
23249,34331925,Kiarash,2019-05-14,200,"Manhattan, Nolita",Entire Flat in Perfect Location (Nolita),entire home/apt,Manhattan,Nolita
23250,34332734,Ben,2019-06-21,90,"Brooklyn, Bedford-Stuyvesant",Renovated Apartment in Brooklyn - Steps to G Train,entire home/apt,Brooklyn,Bedford-Stuyvesant
23251,34334035,Carol,2019-05-23,145,"Bronx, Mott Haven",South Bronx Gathering Place,entire home/apt,Bronx,Mott Haven
23252,34334524,Shanae,2019-06-29,190,"Manhattan, Hell's Kitchen",Gorgeous room near the heart of Times Square,entire home/apt,Manhattan,Hell's Kitchen
23253,34334609,Diego,2019-07-03,58,"Queens, Richmond Hill",ROOM # 6 near to JFK & LGA airport,private room,Queens,Richmond Hill
23254,34335188,Gabby,2019-06-19,341,"Manhattan, East Village",✴ Brand New & Quiet ✴ East Village ✴ 2BR Apt,entire home/apt,Manhattan,East Village
23255,34336086,Diego,2019-07-07,58,"Queens, Richmond Hill",ROOM # 4 near to JFK & LGA airport,private room,Queens,Richmond Hill
23256,34336135,Pauline,2019-07-04,150,"Queens, Jamaica",SHANEL'S  2 BR Apt 5 mins from JFK,private room,Queens,Jamaica
23257,34336147,Alida,2019-06-23,90,"Brooklyn, Bushwick",Bright & Sunny Bushwick room w/ Rooftop & Balcony,private room,Brooklyn,Bushwick
23258,34336194,Diego,2019-07-06,53,"Queens, Richmond Hill",ROOM # 7 Near to JFK & LGA airport,private room,Queens,Richmond Hill
23259,34336328,Monica,2019-07-03,299,"Manhattan, Harlem",Gorgeous Central Park Penthouse,entire home/apt,Manhattan,Harlem
23260,34336417,Diego,2019-06-26,53,"Queens, Richmond Hill",ROOM # 8 near to JFK & LGA airport,private room,Queens,Richmond Hill
23261,34336740,Emily,2019-06-15,190,"Manhattan, Upper West Side",Upper West 1 Bedroom / 1 Bath. Lincoln Center,entire home/apt,Manhattan,Upper West Side
23262,34336812,Rina,2019-06-30,179,"Queens, Woodside","2 BR Apt close to LGA, JFK & Midtown (2A)",entire home/apt,Queens,Woodside
23263,34337153,Leul,2019-05-31,49,"Brooklyn, Bushwick",Bay windows/Huge room  FULLY FURNISHED,private room,Brooklyn,Bushwick
23264,34337267,Lee And Teri,2019-06-30,85,"Brooklyn, Flatbush",Beautiful Studio Steps from Subway (BLUE),entire home/apt,Brooklyn,Flatbush
23265,34337319,Emily,2019-05-13,190,"Manhattan, Upper West Side",1 Bed/ 1 Bath / Columbus Circle/ High Floor,entire home/apt,Manhattan,Upper West Side
23266,34337574,Tim & Cecilia,2019-07-05,49,"Manhattan, East Harlem",Cozy Room in the Upper East Side,private room,Manhattan,East Harlem
23267,34337649,Meital,2019-06-21,50,"Brooklyn, Sheepshead Bay",Charming And Cozy Extra Large Private Room+Parking,private room,Brooklyn,Sheepshead Bay
23268,34337953,Diego,2019-07-07,80,"Queens, Richmond Hill",MASTER ROOM # 1 near To JFK & LaGuardia airport,private room,Queens,Richmond Hill
23269,34338645,Sam,2019-05-07,85,"Manhattan, Chelsea",MASSIVE zen garden Master BR in Chelsea,private room,Manhattan,Chelsea
23270,34338806,Ameera,2019-06-10,94,"Manhattan, Upper East Side","Sunny, convenient and comfortable!",private room,Manhattan,Upper East Side
23271,34339330,Xavier,2019-07-06,95,"Manhattan, Hell's Kitchen","Gorgeus Double Room, Hell's Kitchen!",private room,Manhattan,Hell's Kitchen
23272,34339714,Yuvraj,2019-06-29,42,"Queens, Elmhurst",Simply but comfy,private room,Queens,Elmhurst
23273,34340299,Mathieu,2019-05-08,250,"Manhattan, East Village",Spacious 1 bed apartment with private terrace,entire home/apt,Manhattan,East Village
23274,34340357,Michelle,2019-05-22,145,"Manhattan, Harlem",Cozy private Studio Suite,private room,Manhattan,Harlem
23275,34340593,Jackie,2019-05-22,79,"Queens, Astoria",Beaut room 10min away from the city with Prkg Avbl,private room,Queens,Astoria
23276,34340758,Jayelle,2019-07-01,389,"Manhattan, Flatiron District",Stunning views - prime Gramercy/Flatiron location!,entire home/apt,Manhattan,Flatiron District
23277,34340833,Moolchand,2019-06-30,50,"Queens, Hollis",SINGLE ROOM AVAILABLE IN JAMAICA NEAR JFK & LGA,private room,Queens,Hollis
23278,34340887,Kay,2019-06-16,150,"Queens, Astoria",Clean and comfortable place,entire home/apt,Queens,Astoria
23279,34341449,Moolchand,2019-06-30,50,"Queens, Hollis",SINGLE ROOM AVAILABLE IN JAMAICA NEAR JFK & LGA,private room,Queens,Hollis
23280,34341588,Teddy,2019-07-01,159,"Manhattan, Chelsea",*Charismatic 1 BR Apartment in Heart of Chelsea*,entire home/apt,Manhattan,Chelsea
23281,34341721,Greem,2019-06-15,61,"Brooklyn, Greenpoint","5mins Waterfront, McCarren, 25mins to Times Sq",private room,Brooklyn,Greenpoint
23282,34341994,Sonder (NYC),2019-06-24,179,"Manhattan, Financial District",Sonder | 116 John | Polished 2BR + Gym,entire home/apt,Manhattan,Financial District
23283,34343208,Maria,2019-06-23,120,"Manhattan, Hell's Kitchen",Convenient room in Hell’s Kitchen,private room,Manhattan,Hell's Kitchen
23284,34343752,David,2019-06-29,195,"Manhattan, Chelsea",GORGEOUS WEST CHELSEA TWO BEDROOM with roof deck!,entire home/apt,Manhattan,Chelsea
23285,34343990,Gregory,2019-06-18,70,"Brooklyn, Williamsburg",Charming Private Bedroom in the Trees,private room,Brooklyn,Williamsburg
23286,34345079,Errol,2019-06-18,75,"Brooklyn, Crown Heights",Queen size room suitable for family of 4,private room,Brooklyn,Crown Heights
23287,34345206,Thomas,2019-07-02,75,"Brooklyn, Bedford-Stuyvesant",Huge room w/ king size bed in coop brownstone,private room,Brooklyn,Bedford-Stuyvesant
23288,34345469,Jian F,2019-07-04,76,"Brooklyn, Bushwick",Sunny Private Room close to Manhattan (purple),private room,Brooklyn,Bushwick
23289,34345750,Renee,2019-06-11,50,"Brooklyn, Canarsie","Luxurious apartment, accessible 2 transportations",private room,Brooklyn,Canarsie
23290,34346014,David,2019-07-03,100,"Brooklyn, Williamsburg",Cosy crisp clean pad in Williamsburg,entire home/apt,Brooklyn,Williamsburg
23291,34356012,Giovanni,2019-06-18,240,"Manhattan, Midtown",Entire Apartment -the best for relax and enjoy NYC,entire home/apt,Manhattan,Midtown
23292,34356642,Rene,2019-06-25,100,"Manhattan, Harlem",Hamilton Heights is fancy!,private room,Manhattan,Harlem
23293,34358866,Kayser,2019-07-02,55,"Manhattan, Washington Heights",Harlem Residence 3,private room,Manhattan,Washington Heights
23294,34360431,Adriana,2019-05-12,55,"Brooklyn, Clinton Hill",Cozy and humble room in a great neighborhood!,private room,Brooklyn,Clinton Hill
23295,34361793,Rina,2019-05-27,150,"Queens, Woodside",2 BR apt close to LGA / JFK / Midtown (2B),entire home/apt,Queens,Woodside
23296,34363955,Nachi,2019-05-10,230,"Manhattan, East Village",Lower East Side with a View,entire home/apt,Manhattan,East Village
23297,34364713,Rina,2019-07-07,179,"Queens, Woodside","2 BR Apt close to LGA,JFK & Midtown (3A)",entire home/apt,Queens,Woodside
23298,34365364,Geraldine,2019-06-23,180,"Brooklyn, Gowanus","Warm, Comfortable, and Joyful Loft in Brooklyn",entire home/apt,Brooklyn,Gowanus
23299,34365445,Rina,2019-07-05,179,"Queens, Woodside","2 BR Apt close to LGA, JFK & Midtown (3B)",entire home/apt,Queens,Woodside
23300,34366331,Dipika,2019-07-05,150,"Manhattan, Upper East Side",Large 1-bed in a beautiful doorman condo,entire home/apt,Manhattan,Upper East Side
23301,34367165,Egle,2019-06-19,240,"Brooklyn, Williamsburg","Stylish, Dog-friendly Williamsburg One-Bedroom",entire home/apt,Brooklyn,Williamsburg
23302,34368051,Eileen,2019-06-26,130,"Staten Island, Oakwood",Home Away from Home,entire home/apt,Staten Island,Oakwood
23303,34368310,Jack,2019-07-03,89,"Manhattan, Lower East Side",NEW ! Chic Designer Blue,private room,Manhattan,Lower East Side
23304,34368412,Dennis,2019-06-23,150,"Manhattan, Midtown",Your Sanctuary next to Times Square New York,private room,Manhattan,Midtown
23305,34368927,Jordon,2019-06-01,165,"Manhattan, Harlem",Full floor of our gorgeous Harlem brownstone,entire home/apt,Manhattan,Harlem
23306,34369031,Ruby,2019-06-11,160,"Manhattan, Theater District",Heart of Times Square modern apartment,entire home/apt,Manhattan,Theater District
23307,34369458,Alex,2019-07-07,379,"Manhattan, East Harlem",SUMMER SALE! Huge 3 Bedroom/ 2Bath Full-Floor LOFT,entire home/apt,Manhattan,East Harlem
23308,34369607,Roukayatou,2019-06-21,36,"Bronx, Hunts Point",Lovely and affordable place in the Bronx,private room,Bronx,Hunts Point
23309,34369689,Patricia,2019-07-05,32,"Queens, Bayside",Pat's Place2,private room,Queens,Bayside
23310,34370061,Dennis,2019-06-06,200,"Manhattan, Theater District",Your New York Retreat next to Times Square,private room,Manhattan,Theater District
23311,34370217,Rafaelo,2019-06-05,98,"Manhattan, Harlem",Room w/washer dryer updated apt. near Whole Foods,private room,Manhattan,Harlem
23312,34370296,Fernando,2019-06-30,99,"Staten Island, South Beach",Ideal Bedroom in a Friendly Neighborhood,private room,Staten Island,South Beach
23313,34370336,Thomas,2019-05-11,65,"Brooklyn, Bedford-Stuyvesant",Sunny room in brownstone coop,private room,Brooklyn,Bedford-Stuyvesant
23314,34371018,LaTasha,2019-06-01,100,"Brooklyn, Bedford-Stuyvesant","1 Bedroom , Beautiful Spacious Brownstone
 Apt",entire home/apt,Brooklyn,Bedford-Stuyvesant
23315,34371113,Sky,2019-05-24,230,"Manhattan, Financial District",Big studio in Luxury building downtown Manhattan,entire home/apt,Manhattan,Financial District
23316,34371913,Jessica,2019-06-11,75,"Brooklyn, Flatbush",Brand New Luxury Apartment by Prospect Park,private room,Brooklyn,Flatbush
23317,34372376,Yaz,2019-06-16,85,"Brooklyn, Williamsburg",Sunny and spacious room in South Williamsburg,private room,Brooklyn,Williamsburg
23318,34372753,Yves,2019-06-09,449,"Manhattan, Midtown",Spacious Manhattan Apartment,entire home/apt,Manhattan,Midtown
23319,34373538,Misael,2019-06-25,399,"Manhattan, Upper East Side",Sophisticated Central Park LOFT - 4BEDs/2BATHs,entire home/apt,Manhattan,Upper East Side
23320,34373985,Dave,2019-07-02,85,"Manhattan, East Harlem",Peaceful loft ‘2’,private room,Manhattan,East Harlem
23321,34374201,Crystal,2019-06-14,100,"Brooklyn, Bushwick",Large clean 2 bdroom/ 1 bath apt near manh,entire home/apt,Brooklyn,Bushwick
23322,34375381,Nicholas,2019-06-09,82,"Brooklyn, Sunset Park",Some of the Best Food in all New York City,entire home/apt,Brooklyn,Sunset Park
23323,34378303,Miata,2019-07-02,65,"Manhattan, Harlem",A Home Away from Home!,private room,Manhattan,Harlem
23324,34378941,Windy,2019-05-05,100,"Manhattan, Kips Bay",纽约曼哈顿中城临近高校舒适公寓-仅限女性入住,private room,Manhattan,Kips Bay
23325,34383329,Aamito,2019-06-30,85,"Manhattan, Chelsea","A private bedroom in Chelsea , Manhattan.",private room,Manhattan,Chelsea
23326,34384453,Naomi,2019-07-01,290,"Manhattan, Hell's Kitchen",#1 NY Perfect Destination . Hells' kitchen!!,entire home/apt,Manhattan,Hell's Kitchen
23327,34384580,Gabriella,2019-07-01,190,"Brooklyn, Bedford-Stuyvesant",Brownstone Oasis with Garden Perfect For a Family,entire home/apt,Brooklyn,Bedford-Stuyvesant
23328,34384645,Joe,2019-05-17,120,"Manhattan, East Village",The BEAUTY & the EAST/free street parking & WIFI,entire home/apt,Manhattan,East Village
23329,34384745,Jeanne,2019-06-28,161,"Manhattan, Upper East Side",*20%OFF-Amazing Heart of NYC! Steps to subway!,entire home/apt,Manhattan,Upper East Side
23330,34386648,Gus,2019-06-01,595,"Manhattan, Washington Heights","""In The Heights"" Luxurious triplex in historic TH",entire home/apt,Manhattan,Washington Heights
23331,34387952,Natalia,2019-06-05,250,"Manhattan, West Village","Your Luxury Manhattan Mansion! Quiet, Near it all.",entire home/apt,Manhattan,West Village
23332,34387993,Asher,2019-06-26,299,"Manhattan, Upper East Side",Modern 2BED/2BATH In Midtown East - 3BEDs,entire home/apt,Manhattan,Upper East Side
23333,34388266,Adam,2019-05-12,69,"Brooklyn, Williamsburg",Williamsburg Spacious room w/ Balcony and Bathroom,private room,Brooklyn,Williamsburg
23334,34388788,Nikoulas & Julie,2019-07-01,199,"Manhattan, Upper East Side",Gracious Loft in Perfect Midtown Location,entire home/apt,Manhattan,Upper East Side
23335,34389381,Fabio & Angie,2019-07-01,399,"Manhattan, Gramercy","Striking 1,500sf Full-Floor 3BD Loft in Flatiron",entire home/apt,Manhattan,Gramercy
23336,34389680,Afrah,2019-05-05,50,"Brooklyn, Bushwick",Beautiful bedroom is Bushwick,private room,Brooklyn,Bushwick
23337,34389896,Sofia,2019-06-30,48,"Brooklyn, Bedford-Stuyvesant",Sumptin' Simple on Sumpter,private room,Brooklyn,Bedford-Stuyvesant
23338,34389997,Francisco,2019-05-27,365,"Manhattan, Upper East Side","Fantastic 2 bedroom Apt near Subway, Cafes & More",entire home/apt,Manhattan,Upper East Side
23339,34390308,Gus,2019-07-02,75,"Manhattan, Washington Heights","""In the Heights"" King Size Br w/shared baths.",private room,Manhattan,Washington Heights
23340,34390645,Gus,2019-06-22,150,"Manhattan, Washington Heights","""In the Heights"" Love: 2 Queen beds. beautiful br.",private room,Manhattan,Washington Heights
23341,34390686,Akil,2019-07-05,50,"Staten Island, Stapleton",Large sunny bedroom 5 mins from SI ferry,private room,Staten Island,Stapleton
23342,34390910,Gus,2019-06-21,150,"Manhattan, Washington Heights","""In The Heights"" King Br w/on-suite shared bath.",private room,Manhattan,Washington Heights
23343,34391029,Ariel,2019-06-22,250,"Manhattan, Upper East Side",Splendid 2BED/2BATH Midtown EAST LOFT,entire home/apt,Manhattan,Upper East Side
