id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction
3173,Friday,ALASKA,DEST_2173,Canada/Mexico,Small,Gates 50-59,2018-12-31,231.5,Average,Very safe,Somewhat unsatisfied
3174,Wednesday,CHINA EASTERN,DEST_2174,EAST US,Small,Gates 20-39,2018-12-31,219.1,Unacceptable,Very safe,Neutral
3175,Tuesday,SOUTHWEST,DEST_2175,eur,    Medium,Gates 40-48,2018-12-31,428.6,Unacceptable,Very unsafe,Very satisfied
3176,Tuesday,DELTA,DEST_2176,Europe,    Medium,Gates 1-12,2018-12-31,347.1,Somewhat dirty,Somewhat safe,Very satisfied
3177,Sunday,JETBLUE,DEST_2177,West US,Medium,Gates 20-39,2018-12-31,281.6,Somewhat clean,Somewhat safe,Somewhat satisfied
3178,Monday,SOUTHWEST,DEST_2178,Midwest US,    Large,Gates 50-59,2018-12-31,299.3,Clean,Neutral,Somewhat unsatisfied
3179,Tuesday,AMERICAN,DEST_2179,EAST US,Medium     ,Gates 50-59,2018-12-31,302.4,Unacceptable,Very safe,Very satisfied
3180,Tuesday,UNITED INTL,DEST_2180,Europe,Small     ,Gates 40-48,2018-12-31,56.3,Clean,Somewhat safe,Somewhat satisfied
3181,Thursday,CHINA EASTERN,DEST_2181,West US,    Small,Gates 40-48,2018-12-31,76.0,Clean,Very safe,Very satisfied
3182,Sunday,DELTA,DEST_2182,Canada/Mexico,Small     ,Gates 91-102,2018-12-31,430.2,Average,Somewhat unsafe,Very unsatisfied
3183,Tuesday,JETBLUE,DEST_2183,Central/South America,Large,Gates 20-39,2018-12-31,448.5,Somewhat dirty,Very safe,Somewhat satisfied
3184,Thursday,SOUTHWEST,DEST_2184,Middle East,    Small,Gates 20-39,2018-12-31,99.6,Dirty,Somewhat safe,Somewhat satisfied
3185,Thursday,UNITED,DEST_2185,Europe,Large     ,Gates 40-48,2018-12-31,441.7,Somewhat dirty,Very safe,Somewhat satisfied
3186,Wednesday,SOUTHWEST,DEST_2186,Asia,Medium,Gates 1-12,2018-12-31,152.5,Average,Neutral,Somewhat satisfied
3187,Thursday,JETBLUE,DEST_2187,Europe,Hub,Gates 20-39,2018-12-31,588.8,Clean,Very unsafe,Very satisfied
3188,Thursday,ALASKA,DEST_2188,eur,Hub     ,Gates 40-48,2018-12-31,443.5,Dirty,Somewhat safe,Very unsatisfied
3189,Tuesday,JETBLUE,DEST_2189,Central/South America,Small,Gates 20-39,2018-12-31,196.1,Clean,Somewhat unsafe,Very satisfied
3190,Tuesday,UNITED,DEST_2190,West US,    Small,Gates 91-102,2018-12-31,198.7,Average,Neutral,Very satisfied
3191,Sunday,UNITED INTL,DEST_2191,Australia/New Zealand,Medium,Gates 70-90,2018-12-31,567.0,Clean,Somewhat safe,Neutral
3192,Wednesday,AMERICAN,DEST_2192,EAST US,Large     ,Gates 20-39,2018-12-31,485.1,Unacceptable,Somewhat unsafe,Somewhat unsatisfied
3193,Monday,SOUTHWEST,DEST_2193,West US,Hub,Gates 50-59,2018-12-31,376.2,Clean,Somewhat unsafe,Very satisfied
3194,Friday,ALASKA,DEST_2194,Middle East,Small     ,Gates 50-59,2018-12-31,335.0,Dirty,Somewhat unsafe,Very satisfied
3195,Friday,JETBLUE,DEST_2195,middle east,Hub     ,Gates 50-59,2018-12-31,66.2,Clean,Very safe,Somewhat unsatisfied
3196,Saturday,AMERICAN,DEST_2196,Asia,Hub,Gates 91-102,2018-12-31,589.3,Average,Somewhat unsafe,Somewhat unsatisfied
3197,Wednesday,ALASKA,DEST_2197,East US,Small     ,Gates 91-102,2018-12-31,292.4,Somewhat clean,Very safe,Very unsatisfied
3198,Thursday,UNITED,DEST_2198,middle east,    Medium,Gates 50-59,2018-12-31,71.5,Average,Somewhat unsafe,Very satisfied
3199,Wednesday,DELTA,DEST_2199,East US,    Medium,Gates 1-12,2018-12-31,74.6,Average,Somewhat unsafe,Very unsatisfied
3200,Thursday,UNITED,DEST_2200,Canada/Mexico,Hub,Gates 91-102,2018-12-31,315.0,Dirty,Very safe,Very satisfied
3201,Monday,SOUTHWEST,DEST_2201,East US,Medium     ,Gates 1-12,2018-12-31,93.6,Clean,Very unsafe,Very unsatisfied
3202,Friday,DELTA,DEST_2202,Middle East,Large     ,Gates 91-102,2018-12-31,219.4,Unacceptable,Somewhat safe,Somewhat satisfied
3203,Sunday,DELTA,DEST_2203,middle east,    Hub,Gates 50-59,2018-12-31,42.4,Clean,Neutral,Somewhat unsatisfied
3204,Tuesday,SOUTHWEST,DEST_2204,middle east,    Medium,Gates 40-48,2018-12-31,149.0,Somewhat clean,Somewhat safe,Somewhat satisfied
3205,Thursday,AMERICAN,DEST_2205,eur,Medium     ,Gates 40-48,2018-12-31,177.9,Somewhat dirty,Very safe,Somewhat unsatisfied
3206,Thursday,DELTA,DEST_2206,Central/South America,    Medium,Gates 50-59,2018-12-31,305.4,Clean,Neutral,Very satisfied
3207,Monday,UNITED INTL,DEST_2207,West US,Hub,Gates 1-12,2018-12-31,149.6,Dirty,Somewhat unsafe,Somewhat satisfied
3208,Saturday,AMERICAN,DEST_2208,Middle East,    Large,Gates 70-90,2018-12-31,336.8,Somewhat dirty,Somewhat unsafe,Somewhat unsatisfied
3209,Saturday,DELTA,DEST_2209,eur,    Small,Gates 20-39,2018-12-31,575.1,Somewhat dirty,Somewhat unsafe,Somewhat satisfied
3210,Thursday,DELTA,DEST_2210,West US,Medium     ,Gates 20-39,2018-12-31,497.4,Somewhat clean,Neutral,Very unsatisfied
3211,Sunday,ALASKA,DEST_2211,EAST US,Medium,Gates 20-39,2018-12-31,525.2,Somewhat dirty,Very safe,Somewhat satisfied
3212,Saturday,JETBLUE,DEST_2212,Midwest US,Medium,Gates 91-102,2018-12-31,407.1,Somewhat clean,Somewhat unsafe,Very satisfied
3213,Wednesday,AMERICAN,DEST_2213,West US,    Small,Gates 40-48,2018-12-31,202.4,Average,Somewhat safe,Very satisfied
3214,Friday,JETBLUE,DEST_2214,eur,Medium     ,Gates 91-102,2018-12-31,108.3,Average,Very safe,Very unsatisfied
3215,Tuesday,JETBLUE,DEST_2215,Europe,    Small,Gates 91-102,2018-12-31,559.1,Clean,Somewhat unsafe,Somewhat satisfied
3216,Sunday,AMERICAN,DEST_2216,Asia,Large,Gates 40-48,2018-12-31,122.8,Average,Neutral,Neutral
3217,Friday,SOUTHWEST,DEST_2217,Asia,    Large,Gates 70-90,2018-12-31,527.3,Dirty,Very safe,Neutral
3218,Sunday,AMERICAN,DEST_2218,middle east,    Small,Gates 20-39,2018-12-31,121.0,Somewhat dirty,Somewhat safe,Very satisfied
3219,Friday,UNITED INTL,DEST_2219,eur,    Hub,Gates 20-39,2018-12-31,305.8,Unacceptable,Very unsafe,Somewhat unsatisfied
3220,Tuesday,JETBLUE,DEST_2220,middle east,Small     ,Gates 20-39,2018-12-31,95.8,Average,Somewhat unsafe,Very unsatisfied
3221,Wednesday,UNITED INTL,DEST_2221,eur,Large,Gates 50-59,2018-12-31,549.6,Somewhat clean,Very safe,Somewhat unsatisfied
3222,Tuesday,UNITED INTL,DEST_2222,middle east,    Large,Gates 20-39,2018-12-31,457.3,Average,Neutral,Very satisfied
3223,Saturday,AMERICAN,DEST_2223,Middle East,Hub     ,Gates 50-59,2018-12-31,405.7,Somewhat dirty,Neutral,Very satisfied
3224,Thursday,ALASKA,DEST_2224,Europe,    Medium,Gates 91-102,2018-12-31,430.2,Unacceptable,Very safe,Somewhat unsatisfied
3225,Wednesday,DELTA,DEST_2225,Middle East,Hub     ,Gates 40-48,2018-12-31,71.3,Somewhat dirty,Very unsafe,Neutral
3226,Sunday,UNITED,DEST_2226,Australia/New Zealand,    Small,Gates 40-48,2018-12-31,508.9,Unacceptable,Somewhat safe,Very satisfied
3227,Sunday,UNITED INTL,DEST_2227,East US,Hub,Gates 1-12,2018-12-31,484.5,Clean,Neutral,Very unsatisfied
3228,Thursday,ALASKA,DEST_2228,EAST US,Medium,Gates 50-59,2018-12-31,90.8,Dirty,Very unsafe,Neutral
3229,Wednesday,SOUTHWEST,DEST_2229,East US,Small,Gates 70-90,2018-12-31,97.2,Somewhat dirty,Neutral,Somewhat satisfied
3230,Friday,UNITED INTL,DEST_2230,Middle East,Medium     ,Gates 1-12,2018-12-31,180.3,Unacceptable,Somewhat unsafe,Somewhat satisfied
3231,Monday,DELTA,DEST_2231,Midwest US,Large     ,Gates 70-90,2018-12-31,530.3,Unacceptable,Very unsafe,Somewhat unsatisfied
3232,Thursday,ALASKA,DEST_2232,Canada/Mexico,Hub     ,Gates 50-59,2018-12-31,256.1,Somewhat dirty,Somewhat safe,Very satisfied
3233,Monday,AMERICAN,DEST_2233,eur,Medium     ,Gates 40-48,2018-12-31,174.2,Somewhat dirty,Neutral,Somewhat satisfied
3234,Sunday,DELTA,DEST_2234,Canada/Mexico,    Small,Gates 40-48,2018-12-31,557.6,Somewhat dirty,Somewhat safe,Very unsatisfied
3235,Monday,AMERICAN,DEST_2235,middle east,    Medium,Gates 70-90,2018-12-31,524.7,Average,Somewhat safe,Very unsatisfied
3236,Sunday,UNITED,DEST_2236,Australia/New Zealand,Hub     ,Gates 50-59,2018-12-31,42.5,Unacceptable,Somewhat safe,Very satisfied
3237,Sunday,UNITED,DEST_2237,eur,Medium     ,Gates 1-12,2018-12-31,386.2,Somewhat dirty,Very unsafe,Very satisfied
3238,Friday,DELTA,DEST_2238,EAST US,Large,Gates 91-102,2018-12-31,144.2,Somewhat dirty,Somewhat safe,Very unsatisfied
3239,Tuesday,SOUTHWEST,DEST_2239,Middle East,    Large,Gates 70-90,2018-12-31,399.0,Dirty,Very safe,Neutral
3240,Sunday,CHINA EASTERN,DEST_2240,Central/South America,Large,Gates 40-48,2018-12-31,183.8,Clean,Very unsafe,Neutral
3241,Saturday,SOUTHWEST,DEST_2241,Midwest US,Hub,Gates 1-12,2018-12-31,577.4,Somewhat dirty,Very safe,Very unsatisfied
3242,Monday,SOUTHWEST,DEST_2242,West US,    Hub,Gates 50-59,2018-12-31,489.7,Somewhat dirty,Very safe,Somewhat satisfied
3243,Monday,SOUTHWEST,DEST_2243,Middle East,    Medium,Gates 50-59,2018-12-31,68.1,Dirty,Very safe,Very satisfied
3244,Tuesday,UNITED INTL,DEST_2244,middle east,Hub     ,Gates 70-90,2018-12-31,318.1,Somewhat clean,Very safe,Very unsatisfied
3245,Wednesday,AMERICAN,DEST_2245,middle east,Small     ,Gates 50-59,2018-12-31,217.5,Somewhat dirty,Somewhat safe,Somewhat satisfied
3246,Thursday,UNITED INTL,DEST_2246,eur,Hub     ,Gates 50-59,2018-12-31,532.9,Somewhat clean,Somewhat unsafe,Very satisfied
3247,Monday,UNITED INTL,DEST_2247,Midwest US,Hub,Gates 50-59,2018-12-31,129.6,Somewhat dirty,Somewhat safe,Somewhat unsatisfied
3248,Friday,UNITED,DEST_2248,Midwest US,    Large,Gates 70-90,2018-12-31,224.2,Clean,Somewhat safe,Very unsatisfied
3249,Saturday,ALASKA,DEST_2249,eur,Medium,Gates 70-90,2018-12-31,467.5,Somewhat dirty,Somewhat unsafe,Very unsatisfied
3250,Tuesday,UNITED INTL,DEST_2250,Australia/New Zealand,    Small,Gates 20-39,2018-12-31,101.1,Average,Somewhat safe,Very satisfied
3251,Saturday,ALASKA,DEST_2251,Central/South America,Hub,Gates 91-102,2018-12-31,138.9,Unacceptable,Somewhat safe,Somewhat unsatisfied
3252,Tuesday,CHINA EASTERN,DEST_2252,Central/South America,Medium     ,Gates 40-48,2018-12-31,475.1,Clean,Somewhat safe,Very unsatisfied
3253,Thursday,AMERICAN,DEST_2253,EAST US,Medium,Gates 50-59,2018-12-31,499.4,Somewhat dirty,Very safe,Very satisfied
3254,Saturday,CHINA EASTERN,DEST_2254,Midwest US,Large,Gates 91-102,2018-12-31,347.1,Unacceptable,Neutral,Very satisfied
3255,Friday,JETBLUE,DEST_2255,eur,Hub,Gates 70-90,2018-12-31,558.0,Somewhat dirty,Very unsafe,Very satisfied
3256,Tuesday,JETBLUE,DEST_2256,Europe,    Small,Gates 70-90,2018-12-31,198.6,Average,Somewhat safe,Somewhat satisfied
3257,Friday,UNITED,DEST_2257,EAST US,    Small,Gates 70-90,2018-12-31,404.2,Average,Very safe,Very satisfied
3258,Wednesday,CHINA EASTERN,DEST_2258,Australia/New Zealand,Large,Gates 91-102,2018-12-31,120.8,Clean,Neutral,Very unsatisfied
3259,Thursday,CHINA EASTERN,DEST_2259,Canada/Mexico,Large,Gates 40-48,2018-12-31,400.4,Clean,Very safe,Neutral
3260,Wednesday,SOUTHWEST,DEST_2260,Middle East,    Small,Gates 20-39,2018-12-31,326.4,Average,Somewhat unsafe,Somewhat satisfied
3261,Saturday,UNITED,DEST_2261,Middle East,Hub     ,Gates 70-90,2018-12-31,46.0,Somewhat dirty,Very safe,Somewhat satisfied
3262,Monday,UNITED INTL,DEST_2262,Asia,    Hub,Gates 1-12,2018-12-31,185.1,Dirty,Very unsafe,Somewhat satisfied
3263,Monday,JETBLUE,DEST_2263,Midwest US,    Hub,Gates 40-48,2018-12-31,555.7,Average,Somewhat safe,Very unsatisfied
3264,Monday,JETBLUE,DEST_2264,eur,Medium,Gates 40-48,2018-12-31,279.9,Somewhat dirty,Somewhat safe,Very unsatisfied
3265,Monday,DELTA,DEST_2265,middle east,Hub     ,Gates 20-39,2018-12-31,440.6,Dirty,Neutral,Very unsatisfied
3266,Sunday,JETBLUE,DEST_2266,Australia/New Zealand,Large,Gates 20-39,2018-12-31,587.6,Dirty,Very unsafe,Neutral
3267,Saturday,ALASKA,DEST_2267,Midwest US,Small     ,Gates 20-39,2018-12-31,347.7,Somewhat clean,Somewhat unsafe,Very satisfied
3268,Tuesday,UNITED INTL,DEST_2268,Australia/New Zealand,Hub     ,Gates 50-59,2018-12-31,201.0,Somewhat clean,Very unsafe,Very unsatisfied
3269,Wednesday,UNITED INTL,DEST_2269,West US,Hub     ,Gates 91-102,2018-12-31,233.0,Somewhat dirty,Somewhat unsafe,Neutral
3270,Monday,ALASKA,DEST_2270,Midwest US,Medium,Gates 1-12,2018-12-31,299.9,Somewhat dirty,Somewhat safe,Very unsatisfied
3271,Sunday,AMERICAN,DEST_2271,EAST US,    Medium,Gates 91-102,2018-12-31,33.9,Somewhat clean,Somewhat safe,Very unsatisfied
3272,Tuesday,DELTA,DEST_2272,West US,    Large,Gates 40-48,2018-12-31,134.4,Unacceptable,Very safe,Somewhat satisfied
3273,Monday,UNITED,DEST_2273,West US,Hub     ,Gates 70-90,2018-12-31,315.1,Dirty,Somewhat safe,Somewhat satisfied
3274,Friday,SOUTHWEST,DEST_2274,West US,    Hub,Gates 70-90,2018-12-31,321.3,Somewhat dirty,Very unsafe,Somewhat satisfied
3275,Saturday,UNITED INTL,DEST_2275,East US,Medium     ,Gates 50-59,2018-12-31,61.4,Somewhat clean,Neutral,Somewhat satisfied
3276,Monday,UNITED,DEST_2276,Australia/New Zealand,Medium     ,Gates 1-12,2018-12-31,54.5,Clean,Very safe,Somewhat satisfied
3277,Sunday,DELTA,DEST_2277,Australia/New Zealand,Hub,Gates 40-48,2018-12-31,287.8,Unacceptable,Neutral,Somewhat unsatisfied
3278,Tuesday,UNITED INTL,DEST_2278,Central/South America,    Large,Gates 70-90,2018-12-31,59.7,Dirty,Somewhat safe,Neutral
3279,Saturday,UNITED INTL,DEST_2279,Midwest US,Hub     ,Gates 1-12,2018-12-31,224.1,Average,Somewhat unsafe,Somewhat unsatisfied
3280,Tuesday,JETBLUE,DEST_2280,Australia/New Zealand,    Large,Gates 20-39,2018-12-31,414.2,Dirty,Somewhat unsafe,Very unsatisfied
3281,Wednesday,UNITED,DEST_2281,West US,    Medium,Gates 1-12,2018-12-31,368.7,Unacceptable,Very safe,Somewhat satisfied
3282,Wednesday,ALASKA,DEST_2282,Asia,Medium,Gates 20-39,2018-12-31,506.2,Dirty,Very unsafe,Neutral
3283,Friday,AMERICAN,DEST_2283,Midwest US,    Hub,Gates 20-39,2018-12-31,345.6,Unacceptable,Somewhat unsafe,Very unsatisfied
3284,Sunday,UNITED,DEST_2284,West US,    Medium,Gates 70-90,2018-12-31,320.3,Dirty,Very unsafe,Very unsatisfied
3285,Saturday,UNITED,DEST_2285,Midwest US,Hub     ,Gates 70-90,2018-12-31,352.0,Somewhat clean,Very safe,Neutral
3286,Monday,ALASKA,DEST_2286,middle east,Large     ,Gates 50-59,2018-12-31,503.5,Clean,Somewhat safe,Somewhat unsatisfied
3287,Wednesday,SOUTHWEST,DEST_2287,Asia,Medium,Gates 50-59,2018-12-31,71.1,Clean,Somewhat safe,Very unsatisfied
3288,Sunday,DELTA,DEST_2288,Midwest US,    Medium,Gates 91-102,2018-12-31,97.6,Dirty,Somewhat safe,Very unsatisfied
3289,Friday,SOUTHWEST,DEST_2289,Asia,Large,Gates 70-90,2018-12-31,522.2,Unacceptable,Very unsafe,Somewhat satisfied
3290,Tuesday,UNITED INTL,DEST_2290,Canada/Mexico,Large     ,Gates 70-90,2018-12-31,402.4,Somewhat dirty,Neutral,Somewhat unsatisfied
3291,Sunday,CHINA EASTERN,DEST_2291,Australia/New Zealand,Small,Gates 70-90,2018-12-31,585.7,Somewhat clean,Somewhat safe,Very unsatisfied
3292,Tuesday,DELTA,DEST_2292,East US,Large,Gates 20-39,2018-12-31,589.1,Clean,Very safe,Somewhat satisfied
3293,Monday,SOUTHWEST,DEST_2293,East US,Hub     ,Gates 70-90,2018-12-31,480.2,Dirty,Somewhat unsafe,Very unsatisfied
3294,Monday,JETBLUE,DEST_2294,middle east,Large     ,Gates 1-12,2018-12-31,144.5,Somewhat clean,Neutral,Very satisfied
3295,Tuesday,AMERICAN,DEST_2295,Central/South America,Hub,Gates 20-39,2018-12-31,386.4,Somewhat dirty,Somewhat unsafe,Neutral
3296,Monday,SOUTHWEST,DEST_2296,Central/South America,Large,Gates 91-102,2018-12-31,326.3,Unacceptable,Somewhat safe,Very satisfied
3297,Tuesday,UNITED INTL,DEST_2297,Europe,    Small,Gates 91-102,2018-12-31,248.7,Somewhat clean,Neutral,Somewhat unsatisfied
3298,Saturday,UNITED,DEST_2298,EAST US,Medium,Gates 40-48,2018-12-31,279.7,Somewhat dirty,Somewhat unsafe,Neutral
3299,Wednesday,AMERICAN,DEST_2299,EAST US,    Medium,Gates 70-90,2018-12-31,119.8,Somewhat clean,Very unsafe,Somewhat satisfied
3300,Wednesday,CHINA EASTERN,DEST_2300,Midwest US,Small     ,Gates 91-102,2018-12-31,167.8,Average,Very unsafe,Very satisfied
3301,Saturday,JETBLUE,DEST_2301,Middle East,Large     ,Gates 50-59,2018-12-31,216.2,Dirty,Somewhat unsafe,Somewhat unsatisfied
3302,Monday,SOUTHWEST,DEST_2302,Australia/New Zealand,    Large,Gates 70-90,2018-12-31,40.2,Somewhat clean,Somewhat unsafe,Neutral
3303,Thursday,UNITED,DEST_2303,Europe,Small     ,Gates 91-102,2018-12-31,287.0,Clean,Somewhat safe,Somewhat unsatisfied
3304,Wednesday,DELTA,DEST_2304,Canada/Mexico,    Medium,Gates 50-59,2018-12-31,386.6,Somewhat clean,Very safe,Somewhat unsatisfied
3305,Wednesday,SOUTHWEST,DEST_2305,Central/South America,    Large,Gates 40-48,2018-12-31,516.4,Unacceptable,Neutral,Neutral
3306,Tuesday,AMERICAN,DEST_2306,EAST US,Medium,Gates 91-102,2018-12-31,61.5,Clean,Neutral,Neutral
3307,Tuesday,DELTA,DEST_2307,Middle East,Large,Gates 70-90,2018-12-31,326.0,Clean,Very unsafe,Very satisfied
3308,Monday,SOUTHWEST,DEST_2308,eur,Medium     ,Gates 91-102,2018-12-31,376.3,Somewhat dirty,Somewhat unsafe,Very satisfied
3309,Thursday,SOUTHWEST,DEST_2309,West US,    Large,Gates 50-59,2018-12-31,125.6,Dirty,Somewhat safe,Somewhat satisfied
3310,Tuesday,ALASKA,DEST_2310,Europe,Large,Gates 70-90,2018-12-31,443.0,Dirty,Very unsafe,Somewhat unsatisfied
3311,Monday,ALASKA,DEST_2311,middle east,Hub,Gates 40-48,2018-12-31,301.5,Clean,Somewhat safe,Very satisfied
3312,Thursday,AMERICAN,DEST_2312,Asia,Large,Gates 50-59,2018-12-31,411.8,Clean,Somewhat safe,Neutral
3313,Tuesday,CHINA EASTERN,DEST_2313,Middle East,Hub,Gates 20-39,2018-12-31,53.2,Average,Very safe,Neutral
3314,Wednesday,DELTA,DEST_2314,middle east,    Small,Gates 91-102,2018-12-31,285.5,Unacceptable,Somewhat unsafe,Somewhat unsatisfied
3315,Wednesday,SOUTHWEST,DEST_2315,Europe,    Hub,Gates 50-59,2018-12-31,171.3,Somewhat clean,Somewhat unsafe,Somewhat satisfied
3316,Wednesday,UNITED INTL,DEST_2316,middle east,Small,Gates 1-12,2018-12-31,182.3,Average,Somewhat unsafe,Somewhat satisfied
3317,Tuesday,JETBLUE,DEST_2317,Central/South America,Small     ,Gates 40-48,2018-12-31,182.5,Clean,Very unsafe,Somewhat unsatisfied
3318,Tuesday,UNITED,DEST_2318,EAST US,Hub     ,Gates 1-12,2018-12-31,314.2,Clean,Neutral,Very unsatisfied
3319,Saturday,SOUTHWEST,DEST_2319,Asia,    Small,Gates 40-48,2018-12-31,540.2,Average,Somewhat safe,Neutral
3320,Friday,SOUTHWEST,DEST_2320,Midwest US,Small,Gates 1-12,2018-12-31,591.6,Dirty,Very unsafe,Very unsatisfied
3321,Thursday,JETBLUE,DEST_2321,eur,    Medium,Gates 50-59,2018-12-31,392.5,Clean,Very safe,Very satisfied
3322,Monday,DELTA,DEST_2322,eur,    Hub,Gates 1-12,2018-12-31,190.8,Unacceptable,Very unsafe,Somewhat unsatisfied
3323,Wednesday,DELTA,DEST_2323,West US,Small,Gates 50-59,2018-12-31,80.5,Clean,Somewhat safe,Somewhat satisfied
3324,Wednesday,AMERICAN,DEST_2324,West US,Large,Gates 91-102,2018-12-31,157.8,Unacceptable,Very safe,Somewhat satisfied
3325,Monday,ALASKA,DEST_2325,East US,Small     ,Gates 91-102,2018-12-31,429.9,Unacceptable,Somewhat unsafe,Very satisfied
3326,Monday,UNITED,DEST_2326,East US,    Hub,Gates 1-12,2018-12-31,78.1,Somewhat clean,Very safe,Very unsatisfied
3327,Friday,SOUTHWEST,DEST_2327,EAST US,    Medium,Gates 20-39,2018-12-31,474.6,Dirty,Somewhat safe,Somewhat unsatisfied
3328,Monday,DELTA,DEST_2328,Midwest US,Large     ,Gates 40-48,2018-12-31,341.2,Average,Somewhat safe,Somewhat unsatisfied
3329,Sunday,UNITED INTL,DEST_2329,Europe,Hub,Gates 70-90,2018-12-31,37.5,Clean,Somewhat unsafe,Somewhat unsatisfied
3330,Thursday,CHINA EASTERN,DEST_2330,Canada/Mexico,    Medium,Gates 50-59,2018-12-31,525.8,Unacceptable,Somewhat unsafe,Neutral
3331,Friday,JETBLUE,DEST_2331,Australia/New Zealand,Medium,Gates 70-90,2018-12-31,392.0,Clean,Very unsafe,Somewhat satisfied
3332,Wednesday,DELTA,DEST_2332,middle east,Medium,Gates 40-48,2018-12-31,48.0,Clean,Neutral,Very unsatisfied
3333,Sunday,SOUTHWEST,DEST_2333,middle east,Medium     ,Gates 70-90,2018-12-31,116.7,Somewhat dirty,Neutral,Somewhat satisfied
3334,Monday,JETBLUE,DEST_2334,Australia/New Zealand,Small,Gates 1-12,2018-12-31,279.9,Clean,Very safe,Very satisfied
3335,Sunday,AMERICAN,DEST_2335,middle east,    Small,Gates 20-39,2018-12-31,436.3,Average,Very unsafe,Somewhat unsatisfied
3336,Sunday,ALASKA,DEST_2336,eur,Large,Gates 20-39,2018-12-31,238.7,Average,Somewhat safe,Very unsatisfied
3337,Tuesday,UNITED INTL,DEST_2337,middle east,    Hub,Gates 50-59,2018-12-31,450.4,Clean,Very safe,Very satisfied
3338,Saturday,SOUTHWEST,DEST_2338,Asia,    Medium,Gates 91-102,2018-12-31,412.8,Somewhat clean,Neutral,Somewhat unsatisfied
3339,Thursday,CHINA EASTERN,DEST_2339,East US,    Small,Gates 91-102,2018-12-31,274.6,Dirty,Very safe,Neutral
3340,Tuesday,DELTA,DEST_2340,West US,Large     ,Gates 70-90,2018-12-31,523.2,Dirty,Very safe,Somewhat unsatisfied
3341,Monday,JETBLUE,DEST_2341,Central/South America,Hub     ,Gates 1-12,2018-12-31,280.0,Clean,Very unsafe,Very unsatisfied
3342,Monday,CHINA EASTERN,DEST_2342,eur,    Large,Gates 20-39,2018-12-31,150.9,Dirty,Very safe,Very satisfied
3343,Tuesday,UNITED,DEST_2343,Australia/New Zealand,    Hub,Gates 70-90,2018-12-31,469.1,Dirty,Neutral,Very unsatisfied
3344,Friday,ALASKA,DEST_2344,eur,Medium     ,Gates 40-48,2018-12-31,514.3,Clean,Somewhat safe,Very satisfied
3345,Thursday,CHINA EASTERN,DEST_2345,middle east,    Medium,Gates 70-90,2018-12-31,300.7,Average,Very unsafe,Neutral
3346,Wednesday,SOUTHWEST,DEST_2346,West US,Hub     ,Gates 70-90,2018-12-31,174.1,Somewhat dirty,Very unsafe,Neutral
3347,Saturday,DELTA,DEST_2347,Midwest US,    Hub,Gates 91-102,2018-12-31,103.7,Somewhat dirty,Very safe,Very satisfied
3348,Monday,UNITED,DEST_2348,Europe,    Small,Gates 40-48,2018-12-31,75.6,Dirty,Somewhat safe,Very satisfied
3349,Sunday,AMERICAN,DEST_2349,middle east,    Hub,Gates 20-39,2018-12-31,172.3,Somewhat dirty,Somewhat safe,Neutral
3350,Tuesday,DELTA,DEST_2350,Europe,Hub     ,Gates 91-102,2018-12-31,577.1,Somewhat clean,Neutral,Very satisfied
3351,Tuesday,UNITED INTL,DEST_2351,middle east,    Medium,Gates 40-48,2018-12-31,521.5,Dirty,Very unsafe,Somewhat satisfied
3352,Tuesday,UNITED INTL,DEST_2352,Europe,Medium,Gates 70-90,2018-12-31,529.8,Average,Somewhat safe,Somewhat satisfied
3353,Friday,SOUTHWEST,DEST_2353,Middle East,Small,Gates 91-102,2018-12-31,516.2,Unacceptable,Somewhat unsafe,Somewhat unsatisfied
3354,Sunday,CHINA EASTERN,DEST_2354,eur,Medium,Gates 1-12,2018-12-31,215.0,Somewhat dirty,Neutral,Somewhat unsatisfied
3355,Thursday,UNITED,DEST_2355,East US,    Medium,Gates 20-39,2018-12-31,340.0,Clean,Very unsafe,Very satisfied
3356,Thursday,DELTA,DEST_2356,Middle East,Large,Gates 40-48,2018-12-31,274.8,Dirty,Neutral,Somewhat satisfied
3357,Sunday,UNITED,DEST_2357,East US,Hub     ,Gates 20-39,2018-12-31,538.8,Dirty,Very unsafe,Very unsatisfied
